city,lat,lng
"Jordan, New York",43.0653441,-76.47299269999999
"Manhattan, New York",40.7830603,-73.9712488
"New Hartford, New York",43.073403,-75.2876661
"New Hyde Park, New York",40.7351018,-73.6879082
"Rensselaer, New York",42.6425794,-73.742898
"Rockville Centre, New York",40.65871380000001,-73.6412406
"Watervliet, New York",42.7300783,-73.7012299
"Tonawanda, New York",43.0203347,-78.880315
"Amityville, New York",40.6789893,-73.4170673
"Brentwood, New York",40.7812093,-73.2462273
"Hartsdale, New York",41.0189863,-73.7981884
"Hollis, New York",40.7112203,-73.762495
"Long Island City, New York",40.744679,-73.9485424
"New Rochelle, New York",40.9114882,-73.7823549
"Port Chester, New York",41.0017643,-73.66568339999999
"Yonkers, New York",40.9312099,-73.89874689999999
"Dewitt, New York",43.0426633,-76.067849
"Evans Mills, New York",44.0881158,-75.8071525
"Floral Park, New York",40.7237133,-73.7048532
"Franklin Square, New York",40.7073244,-73.6759635
"Freeport, New York",40.6576022,-73.58318349999999
"Garden City, New York",40.7267682,-73.6342954
"Oceanside, New York",40.6387141,-73.6401296
"Springfield Gardens, New York",40.6626441,-73.7683784
"White Plains, New York",41.03398620000001,-73.7629097
"Glens Falls, New York",43.3095164,-73.6440058
"Canton, New York",44.5956163,-75.1690942
"Oneonta, New York",42.4528571,-75.0637746
"Farmingdale, New York",40.7325997,-73.4454009
"Scarsdale, New York",41.0050977,-73.7845768
"Valley Cottage, New York",41.1181514,-73.9554159
"Albertson, New York",40.7734341,-73.6431844
"Bayside, New York",40.7585569,-73.7654367
"Bellerose, New York",40.72437070000001,-73.71540139999999
"Burt, New York",43.3164449,-78.71392349999999
"Commack, New York",40.8428759,-73.29289430000001
"Congers, New York",41.150651,-73.9454159
"Dix Hills, New York",40.8048207,-73.3362298
"Douglaston, New York",40.768713,-73.74707649999999
"East Amherst, New York",43.0183126,-78.69698310000001
"East Hills, New York",40.7937115,-73.62707259999999
"East Northport, New York",40.8767647,-73.3245613
"Glen Head, New York",40.8353776,-73.62373880000001
"Greenvale, New York",40.8106558,-73.62846139999999
"Hempstead, New York",40.7062128,-73.6187397
"Hicksville, New York",40.7684331,-73.5251253
"Jamaica, New York",40.702677,-73.7889689
"Lake Success, New York",40.7706572,-73.7176312
"Little Neck, New York",40.7612957,-73.7330753
"Medford, New York",40.8175985,-73.0001068
"Mineola, New York",40.7492678,-73.64068449999999
"North Bellmore, New York",40.6687125,-73.5270709
"North Hills, New York",40.7809343,-73.6765187
"Pittsford, New York",43.0789942,-77.5275463
"Port Washington, New York",40.8256561,-73.69818579999999
"Roslyn Heights, New York",40.7887117,-73.6473511
"Syosset, New York",40.8262101,-73.502068
"Tarrytown, New York",41.0762077,-73.85874609999999
"Unknown, New York",40.754355,-73.99042
"West Hempstead, New York",40.7048242,-73.65012949999999
"Williamsville, New York",42.963947,-78.73780909999999
"Williston Park, New York",40.75649,-73.6448513
"Woodbury, New York",41.3645382,-74.1059775
"Bellmore, New York",40.6687125,-73.5270709
"Centereach, New York",40.8584316,-73.0995539
"Cincinnatus, New York",42.5422923,-75.89575339999999
"Cohoes, New York",42.7742446,-73.70011869999999
"Deer Park, New York",40.7617653,-73.3292857
"Highland, New York",41.7209267,-73.9601382
"Holbrook, New York",40.81232050000001,-73.0784429
"Honeoye Falls, New York",42.9522855,-77.5902759
"Huntington, New York",40.8681539,-73.425676
"Jamestown, New York",42.0970023,-79.23532589999999
"Kenmore, New York",42.9658907,-78.870036
"Levittown, New York",40.7259336,-73.51429209999999
"Lindenhurst, New York",40.68676670000001,-73.3734547
"Massapequa, New York",40.6806563,-73.4742914
"Middle Village, New York",40.717372,-73.87425
"Millerton, New York",41.9537035,-73.51067909999999
"New Paltz, New York",41.7475933,-74.0868095
"Ozone Park, New York",40.6794072,-73.8507279
"Poughkeepsie, New York",41.7003713,-73.9209701
"Sag Harbor, New York",40.99787730000001,-72.2925819
"Victor, New York",42.9825633,-77.4088794
"Westbury, New York",40.7556561,-73.5876273
"Mohawk, New York",43.0114592,-75.0040449
"Solvay, New York",43.0581222,-76.2074263
"Rockville Center, New York",40.65871380000001,-73.6412406
"Westbrook, New York",40.76388499999999,-73.970783
"Cambria Heights, New York",40.692158,-73.7330753
"Newburgh, New York",41.5034271,-74.0104178
"Saint Albans, New York",40.6894086,-73.7654367
"West Seneca, New York",42.8358977,-78.7538895
"North Woodmere, New York",40.6501036,-73.7240205
"Latham, New York",42.7477661,-73.760537
"Bronxville, New York",40.93815439999999,-73.8320784
"Brooktondale, New York",42.3806287,-76.3946593
"Carmel, New York",41.4300937,-73.6801297
"Clarence, New York",42.982216,-78.5770812
"Cortland, New York",42.6011813,-76.1804843
"Dolgeville, New York",43.1009037,-74.772927
"Getzville, New York",43.0232669,-78.76814120000002
"Hewlett, New York",40.6431591,-73.6956864
"Jericho, New York",40.79204410000001,-73.5398476
"Locke, New York",42.6606262,-76.4307699
"Long Beach, New York",40.5884373,-73.65790799999999
"Merrick, New York",40.6628795,-73.55151599999999
"Nanuet, New York",41.0887073,-74.01347299999999
"Oswego, New York",43.4553461,-76.5104973
"Richmond Hill, New York",40.6958108,-73.8272029
"Slingerlands, New York",42.6292455,-73.86456849999999
"Spring Valley, New York",41.1131514,-74.0437521
"Troy, New York",42.7284117,-73.69178509999999
"De Witt, New York",43.0426633,-76.067849
"East Rochester, New York",43.10867409999999,-77.4874959
"Ridgewood, New York",40.7043986,-73.9018292
"Elmont, New York",40.700936,-73.712909
"Queens Village, New York",40.7156628,-73.7419017
"South Ozone Park, New York",40.6764003,-73.8124984
"Fairport, New York",43.0986742,-77.44193779999999
"Cicero, New York",43.1763158,-76.1141646
"Dayton, New York",42.4170054,-78.9769811
"Endicott, New York",42.098408,-76.04936839999999
"Endwell, New York",42.1128525,-76.021034
"Johnson City, New York",42.1156308,-75.95880919999999
"North Syracuse, New York",43.1347897,-76.1299238
"Unadilla, New York",42.3618503,-75.3178952
"Rockaway Park, New York",40.57978629999999,-73.8372237
"Baltimore, New York",42.446194,-73.7886601
"Blasdell, New York",42.797281,-78.8233661
"Brockport, New York",43.2136713,-77.9391797
"Camillus, New York",43.039233,-76.3040965
"Dexter, New York",44.0078352,-76.04437089999999
"East Syracuse, New York",43.0653446,-76.0785332
"Greenlawn, New York",40.8689871,-73.36511850000001
"Hamlin, New York",43.3029418,-77.92103569999999
"Hilton, New York",40.7625578,-73.9797967
"Kerhonkson, New York",41.7748155,-74.2982059
"Minoa, New York",43.0761781,-76.0007529
"North Boston, New York",42.6856155,-78.77669709999999
"North Chili, New York",43.0765843,-77.76809519999999
"Penfield, New York",43.1303407,-77.475551
"Scottsville, New York",43.0258957,-77.7452826
"Spencer, New York",42.197752,-76.4794435
"Walworth, New York",43.1390165,-77.2724329
"Warwick, New York",40.76247559999999,-73.978172
"Waterford, New York",42.7925777,-73.6812293
"Weedsport, New York",43.048677,-76.5627197
"Wheatfield, New York",43.08510690000001,-78.8722341
"Woodhaven, New York",40.6901366,-73.8566087
"Arverne, New York",40.592658,-73.7977928
"Sea Cliff, New York",40.8489887,-73.64485049999999
"Canastota, New York",43.0795121,-75.7507413
"Gansevoort, New York",40.7398532,-74.00573349999999
"Gansevoort, New York",43.1961848,-73.65178399999999
"Jamesville, New York",42.9914763,-76.0717698
"Charlotte, North Carolina",35.2270869,-80.8431267
"Greensboro, North Carolina",36.0726354,-79.7919754
"High Point, North Carolina",35.9556923,-80.0053176
"Knightdale, North Carolina",35.7876515,-78.4805563
"Matthews, North Carolina",35.1168131,-80.72368039999999
"Asheville, North Carolina",35.5950581,-82.5514869
"Leicester, North Carolina",35.6551074,-82.69624379999999
"Monroe, North Carolina",34.9854275,-80.5495112
"Durham, North Carolina",35.9940329,-78.898619
"Morrisville, North Carolina",35.823483,-78.8255621
"Raleigh, North Carolina",35.7795897,-78.6381787
"Cary, North Carolina",35.79154,-78.7811169
"Goldsboro, North Carolina",35.3848841,-77.9927651
"New Bern, North Carolina",35.108493,-77.04411429999999
"Salisbury, North Carolina",35.6709727,-80.4742261
"Apex, North Carolina",35.732652,-78.85028559999999
"Carrboro, North Carolina",35.9101438,-79.0752895
"Chapel Hill, North Carolina",35.9131996,-79.0558445
"Edenton, North Carolina",36.057938,-76.6077213
"Franklinton, North Carolina",36.1018163,-78.4580543
"Garner, North Carolina",35.7112642,-78.61417089999999
"Greenville, North Carolina",35.612661,-77.3663538
"Havelock, North Carolina",34.8790492,-76.9013301
"Hillsborough, North Carolina",36.0754183,-79.0997347
"Jacksonville, North Carolina",34.7540524,-77.4302414
"Morehead City, North Carolina",34.7229391,-76.7260436
"Wilmington, North Carolina",34.2103894,-77.8868117
"Spring Lake, North Carolina",35.1679395,-78.97280560000002
"Archdale, North Carolina",35.914581,-79.9719831
"Bolivia, North Carolina",34.0676715,-78.1483283
"China Grove, North Carolina",35.569306,-80.5817318
"Concord, North Carolina",35.4087517,-80.579511
"Jamestown, North Carolina",35.9943032,-79.9353141
"Pittsboro, North Carolina",35.7201463,-79.1772371
"Winston-Salem, North Carolina",36.09985959999999,-80.244216
"Zebulon, North Carolina",35.8243208,-78.3147199
"Indian Trail, North Carolina",35.0768141,-80.6692352
"Gastonia, North Carolina",35.262082,-81.18730049999999
"Burlington, North Carolina",36.0956918,-79.43779909999999
"Faith, North Carolina",35.587084,-80.46283849999999
"Fletcher, North Carolina",35.4306712,-82.5012316
"Mint Hill, North Carolina",35.1735404,-80.6570304
"Oxford, North Carolina",36.3107004,-78.5908345
"Pineville, North Carolina",35.0832014,-80.89229569999999
"Reidsville, North Carolina",36.3548586,-79.6644747
"Fayetteville, North Carolina",35.0526641,-78.87835849999999
"Kernersville, North Carolina",36.1198588,-80.07365329999999
"Kill Devil Hills, North Carolina",36.0307226,-75.6760101
"Linden, North Carolina",35.2548851,-78.7472447
"Mocksville, North Carolina",35.8940263,-80.5614494
"Roanoke Rapids, North Carolina",36.4615395,-77.6541464
"Stanley, North Carolina",35.3590256,-81.0970214
"Whiteville, North Carolina",34.3387802,-78.7030721
"Kannapolis, North Carolina",35.4873613,-80.6217341
"Albemarle, North Carolina",35.3501426,-80.2000578
"Claremont, North Carolina",35.7145776,-81.1461917
"Connelly Springs, North Carolina",35.7429092,-81.5134255
"Conover, North Carolina",35.7065217,-81.2186933
"Hickory, North Carolina",35.7344538,-81.3444573
"Hildebran, North Carolina",35.7140208,-81.42203339999999
"Maiden, North Carolina",35.5756889,-81.2117473
"Morganton, North Carolina",35.7454071,-81.6848188
"Mount Gilead, North Carolina",35.2148671,-80.0022784
"Nebo, North Carolina",35.7150548,-81.9306446
"New London, North Carolina",35.4431965,-80.2192225
"Newton, North Carolina",35.6698552,-81.22147079999999
"Rockingham, North Carolina",34.9393201,-79.7739457
"Rockwell, North Carolina",35.5512508,-80.4064485
"Statesville, North Carolina",35.7826363,-80.8872959
"Taylorsville, North Carolina",35.9216748,-81.17688129999999
"Wake Forest, North Carolina",35.9798734,-78.50972279999999
"Ayden, North Carolina",35.4726626,-77.4155203
"Brown Summit, North Carolina",36.2127803,-79.7131567
"Butner, North Carolina",36.1320892,-78.7566714
"Clayton, North Carolina",35.650711,-78.4563914
"Mount Holly, North Carolina",35.2981943,-81.01590809999999
"Fargo, North Carolina",46.8771863,-96.7898034
"Arden, North Carolina",35.4661613,-82.5166982
"Candler, North Carolina",35.5360973,-82.69273629999999
"Harrisburg, North Carolina",35.3237528,-80.6559017
"Henderson, North Carolina",36.3295905,-78.3991638
"Hendersonville, North Carolina",35.3187279,-82.4609528
"Swannanoa, North Carolina",35.5978935,-82.3998431
"Asheboro, North Carolina",35.7079146,-79.8136446
"Beaver Wood, North Carolina",36.1853679,-78.05989799999999
"Cullowhee, North Carolina",35.3137111,-83.1765333
"Denton, North Carolina",35.6334712,-80.1158813
"Louisburg, North Carolina",36.0990393,-78.30110599999999
"St. Pauls, North Carolina",34.8065528,-78.9711406
"Fargo, North Dakota",46.8771863,-96.7898034
"Grand Forks, North Dakota",47.9252568,-97.0328547
"West Fargo, North Dakota",46.8769487,-96.89990569999999
"Bismarck, North Dakota",46.8083268,-100.7837392
"Wahpeton, North Dakota",46.2652367,-96.60590719999999
"South Fargo, North Dakota",46.8771863,-96.7898034
"Akron, Ohio",41.0814447,-81.51900529999999
"Cincinnati, Ohio",39.1031182,-84.5120196
"Cleveland, Ohio",41.49932,-81.6943605
"Lakewood, Ohio",41.4819932,-81.7981908
"West Chester, Ohio",39.3321262,-84.41726659999999
"Beachwood, Ohio",41.4644979,-81.5087322
"Columbus, Ohio",39.9611755,-82.99879419999999
"Mayfield Heights, Ohio",41.5192189,-81.45789599999999
"East Cleveland, Ohio",41.533106600000004,-81.57901369999999
"Loveland, Ohio",39.2689476,-84.26382600000001
"Mason, Ohio",39.3600586,-84.309939
"Parma, Ohio",41.4047742,-81.7229086
"Parma Heights, Ohio",41.39005179999999,-81.7595769
"Reminderville, Ohio",41.3458879,-81.3951112
"Kent, Ohio",41.1536674,-81.3578859
"Barberton, Ohio",41.012833,-81.6051221
"Broadview Heights, Ohio",41.3139426,-81.6851271
"Covington, Ohio",40.1172727,-84.3538367
"Mentor, Ohio",41.6661573,-81.339552
"Richmond Heights, Ohio",41.5528288,-81.5101208
"Stow, Ohio",41.1595005,-81.44038979999999
"Dayton, Ohio",39.7589478,-84.1916069
"Dublin, Ohio",40.0992294,-83.1140771
"Kettering, Ohio",39.68950359999999,-84.1688274
"Gahanna, Ohio",40.0192307,-82.8793446
"Hilliard, Ohio",40.0333961,-83.1582451
"Berea, Ohio",41.3661614,-81.8543026
"Avon, Ohio",41.4517093,-82.03542250000001
"Blacklick, Ohio",39.99505190000001,-82.8108366
"Groveport, Ohio",39.8532057,-82.88827599999999
"Canal Winchester, Ohio",39.8466556,-82.8123646
"Reynoldsburg, Ohio",39.9547861,-82.81211909999999
"Whitehall, Ohio",39.9667308,-82.8854559
"Bay Village, Ohio",41.4847662,-81.92208450000001
"Centerville, Ohio",39.6283928,-84.15938179999999
"Delaware, Ohio",40.2986724,-83.067965
"Johnstown, Ohio",40.1536742,-82.68516989999999
"Little Hocking, Ohio",39.2606309,-81.69985229999999
"New Albany, Ohio",40.0811745,-82.8087864
"Pepper Pike, Ohio",41.47838650000001,-81.4637295
"Solon, Ohio",41.3897764,-81.44122589999999
"Terrace Park, Ohio",39.1592269,-84.3071602
"Ashley, Ohio",40.4089499,-82.955461
"Athens, Ohio",39.3292396,-82.1012554
"Canton, Ohio",40.79894729999999,-81.378447
"Chagrin Falls, Ohio",41.4298516,-81.3910999
"Hamilton, Ohio",39.3995008,-84.5613355
"Hillsboro, Ohio",39.2022866,-83.611587
"Marietta, Ohio",39.41535200000001,-81.45484359999999
"Moreland Hills, Ohio",41.4478312,-81.4276153
"North Canton, Ohio",40.875891,-81.4023356
"Perrysburg, Ohio",41.556996,-83.627157
"Powell, Ohio",40.1578402,-83.07518689999999
"Radnor, Ohio",40.3837512,-83.1497168
"Toledo, Ohio",41.6528052,-83.5378674
"Upper Arlington, Ohio",39.99450840000001,-83.0624078
"Copley, Ohio",41.0875099,-81.63638689999999
"Cleveland Heights, Ohio",41.5200518,-81.556235
"Defiance, Ohio",41.2844933,-84.3557802
"Fairfield, Ohio",39.3454673,-84.5603187
"Ohio, Ohio",40.4172871,-82.90712300000001
"Westerville, Ohio",40.1266689,-82.9318807
"North Royalton, Ohio",41.3136644,-81.7245739
"Orient, Ohio",39.8056728,-83.1521693
"Bexley, Ohio",39.9689532,-82.93768039999999
"Bowling Green, Ohio",41.3747744,-83.6513229
"Brook Park, Ohio",41.3983838,-81.8045788
"Euclid, Ohio",41.5931049,-81.5267873
"Galloway, Ohio",39.913345,-83.162972
"Newark, Ohio",40.0581205,-82.4012642
"South Euclid, Ohio",41.5231076,-81.5184553
"Twinsburg, Ohio",41.3125552,-81.4401129
"Worthington, Ohio",40.0931191,-83.017962
"Huber Heights, Ohio",39.843947,-84.12466080000002
"Miamisburg, Ohio",39.6428362,-84.2866083
"Norton, Ohio",41.0292217,-81.63817949999999
"Tallmadge, Ohio",41.1014451,-81.441779
"Willowick, Ohio",41.6331034,-81.46872739999999
"Lewis Center, Ohio",40.1983884,-83.0100987
"Cikynbys, Ohio",39.9611755,-82.99879419999999
"Columbia, Ohio",40.5750628,-81.507063
"Grove City, Ohio",39.88145189999999,-83.0929644
"Moraine, Ohio",39.7061702,-84.2193849
"Wooster, Ohio",40.8050565,-81.935143
"Brunswick, Ohio",41.2381096,-81.8418006
"Hartville, Ohio",40.9636685,-81.3312195
"Lyndhurst, Ohio",41.5200523,-81.4887315
"Medina, Ohio",41.143245,-81.8552196
"Middleburg Heights, Ohio",41.3614401,-81.812912
"Seven Hills, Ohio",41.3953304,-81.67623920000001
"Shaker Heights, Ohio",41.4739419,-81.5370671
"Spring Valley, Ohio",39.608949,-84.0077105
"Streetsboro, Ohio",41.2392227,-81.3459405
"Strongsville, Ohio",41.3144966,-81.83569
"Union, Ohio",39.8978327,-84.3063343
"Uniontown, Ohio",40.9750568,-81.40816730000002
"West Jefferson, Ohio",39.944784,-83.2688045
"Youngstown, Ohio",41.0997803,-80.6495194
"Galena, Ohio",40.21506249999999,-82.8799013
"Girard, Ohio",41.153946500000004,-80.7014662
"Richmond, Ohio",40.4333996,-80.7717478
"Steubenville, Ohio",40.3697905,-80.63396379999999
"Beaver Creek, Ohio",39.7092262,-84.06326849999999
"Pickerington, Ohio",39.8842304,-82.7535049
"Oklahoma City, Oklahoma",35.4675602,-97.5164276
"Tulsa, Oklahoma",36.1539816,-95.99277500000001
"Bixby, Oklahoma",35.9420431,-95.88332349999999
"Edmond, Oklahoma",35.6528323,-97.47809540000002
"Enid, Oklahoma",36.3955891,-97.8783911
"Jenks, Oklahoma",36.0228734,-95.9683278
"Lawton, Oklahoma",34.6035669,-98.39592909999999
"Midwest City, Oklahoma",35.4495065,-97.3967019
"Norman, Oklahoma",35.2225668,-97.4394777
"Coweta, Oklahoma",35.9517674,-95.65081400000001
"Moore, Oklahoma",35.3395079,-97.48670279999999
"Stillwater, Oklahoma",36.1156071,-97.0583681
"Yukon, Oklahoma",35.5067215,-97.76254410000001
"Broken Arrow, Oklahoma",36.060949,-95.7974526
"Owasso, Oklahoma",36.2695388,-95.8547119
"Barberton, Oklahoma",41.012833,-81.6051221
"Barberton, Oklahoma",35.0077519,-97.092877
"Aloha, Oregon",45.4942838,-122.8670454
"Beaverton, Oregon",45.4887993,-122.8013332
"Portland, Oregon",45.5122308,-122.6587185
"Troutdale, Oregon",45.5396297,-122.3920584
"Eugene, Oregon",44.0520691,-123.0867536
"Talent, Oregon",42.2456844,-122.7886462
"Clackamas, Oregon",45.4076205,-122.5703692
"Milwaukie, Oregon",45.4465323,-122.6323315
"Salem, Oregon",44.9428975,-123.0350963
"Hillsboro, Oregon",45.5200114,-122.9365835
"West Linn, Oregon",45.3707677,-122.6228367
"Tigard, Oregon",45.4186798,-122.7872599
"Fairview, Oregon",45.5425469,-122.4333089
"Gresham, Oregon",45.5098388,-122.4347334
"Beaver Creek, Oregon",45.2879294,-122.5353423
"Lake Oswego, Oregon",45.4156817,-122.7159726
"Medford, Oregon",42.3265152,-122.8755949
"Newberg, Oregon",45.3064628,-122.9469406
"Oregon City, Oregon",45.3363593,-122.6048473
"Scappoose, Oregon",45.7544422,-122.8777897
"Sherwood, Oregon",45.3562638,-122.8402122
"Sandy, Oregon",45.3975203,-122.2704417
"Springfield, Oregon",44.0462362,-123.0220289
"Stayton, Oregon",44.8006775,-122.7945333
"Woodburn, Oregon",45.143731,-122.8553724
"Turner, Oregon",44.8431766,-122.9528708
"Albany, Oregon",44.6365107,-123.1059282
"Gladstone, Oregon",45.3842943,-122.5973104
"Keizer, Oregon",44.9901194,-123.0262077
"Lebanon, Oregon",44.53651190000001,-122.9070339
"Milwaukee, Oregon",45.4465323,-122.6323315
"Corvallis, Oregon",44.5645659,-123.2620435
"Tualatin, Oregon",45.3779317,-122.7819595
"Durham, Oregon",45.3934963,-122.755576
"Grants Pass, Oregon",42.4390069,-123.3283925
"Jefferson, Oregon",44.7195662,-123.0103708
"Nw Salem, Oregon",44.9428975,-123.0350963
"Wood Village, Oregon",45.5371398,-122.4184149
"Allentown, Pennsylvania",40.6022939,-75.4714098
"Bridgeport, Pennsylvania",40.1051084,-75.3451838
"Erie, Pennsylvania",42.12922409999999,-80.085059
"Harrisburg, Pennsylvania",40.2731911,-76.8867008
"Lancaster, Pennsylvania",40.0378755,-76.3055144
"Mechanicsburg, Pennsylvania",40.2142565,-77.0085876
"Philadelphia, Pennsylvania",39.9525839,-75.1652215
"Pittsburgh, Pennsylvania",40.44062479999999,-79.9958864
"Roslyn, Pennsylvania",40.1313817,-75.1370254
"Schwenksville, Pennsylvania",40.256213,-75.4637876
"Scranton, Pennsylvania",41.408969,-75.66241219999999
"Stroudsburg, Pennsylvania",40.9867609,-75.1946248
"Drexel Hill, Pennsylvania",39.9470567,-75.2921301
"Bensalem, Pennsylvania",40.09944249999999,-74.9325683
"Denver, Pennsylvania",40.2331483,-76.1371683
"Ephrata, Pennsylvania",40.1798165,-76.17883909999999
"Glen Mills, Pennsylvania",39.9016273,-75.5103484
"Harleysville, Pennsylvania",40.2795476,-75.3871206
"Hatfield, Pennsylvania",40.27982739999999,-75.2993417
"Manchester, Pennsylvania",40.0631514,-76.7183005
"Millersburg, Pennsylvania",40.5395289,-76.96081029999999
"Mount Wolf, Pennsylvania",40.0631514,-76.703856
"Narvon, Pennsylvania",40.1028764,-75.9777225
"New Kensington, Pennsylvania",40.5697892,-79.7647705
"Newtown, Pennsylvania",40.2283371,-74.9322596
"Reading, Pennsylvania",40.3356483,-75.9268747
"Reinholds, Pennsylvania",40.2670462,-76.1154669
"Southampton, Pennsylvania",40.179209,-75.0435916
"Stevens, Pennsylvania",40.2162335,-76.1551874
"Swoyersville, Pennsylvania",41.2917475,-75.8746407
"Waterford, Pennsylvania",41.942833,-79.9844968
"Wexford, Pennsylvania",40.6266318,-80.05497679999999
"Woodlyn, Pennsylvania",39.8744922,-75.34413289999999
"York, Pennsylvania",39.9625984,-76.727745
"Blue Ball, Pennsylvania",40.1183438,-76.0482087
"Cranberry, Pennsylvania",40.6849626,-80.1071379
"Mars, Pennsylvania",40.6958996,-80.0117254
"New Holland, Pennsylvania",40.1017643,-76.085227
"Bristol, Pennsylvania",40.1006661,-74.8518311
"Camp Hill, Pennsylvania",40.23981180000001,-76.9199742
"Carlisle, Pennsylvania",40.2010241,-77.20027449999999
"Mcsherrystown, Pennsylvania",39.8073216,-77.01136989999999
"Middletown, Pennsylvania",40.199814,-76.7310806
"Morrisville, Pennsylvania",40.2086471,-74.77461819999999
"Sunbury, Pennsylvania",40.862585,-76.79441039999999
"West Hazleton, Pennsylvania",40.9586956,-75.9960371
"Bird-In-Hand, Pennsylvania",40.0387098,-76.18217709999999
"Elizabethtown, Pennsylvania",40.1528719,-76.6027455
"Elkins Park, Pennsylvania",40.0697037,-75.1253492
"Enola, Pennsylvania",40.2900885,-76.9338636
"Folcroft, Pennsylvania",39.890946,-75.2837964
"Gettysburg, Pennsylvania",39.8309293,-77.2310955
"Glenolden, Pennsylvania",39.9001126,-75.2890745
"Lititz, Pennsylvania",40.1573169,-76.3069014
"Monroeville, Pennsylvania",40.4211798,-79.7881024
"North Wales, Pennsylvania",40.2109404,-75.2782317
"Palmyra, Pennsylvania",40.3089798,-76.5933012
"Perkasie, Pennsylvania",40.372048,-75.29267600000001
"Upper Darby, Pennsylvania",39.957902,-75.3076883
"Bethlehem, Pennsylvania",40.6259316,-75.37045789999999
"Quarryville, Pennsylvania",39.897047,-76.1635655
"Glenside, Pennsylvania",40.0999077,-75.1527928
"Hershey, Pennsylvania",40.2859239,-76.65024679999999
"Chambersburg, Pennsylvania",39.9375911,-77.6611022
"Danville, Pennsylvania",40.96342,-76.6127329
"Easton, Pennsylvania",40.688432,-75.2207323
"Lebanon, Pennsylvania",40.3409251,-76.4113497
"Morgantown, Pennsylvania",40.1552847,-75.88994079999999
"Coplay, Pennsylvania",40.6700965,-75.4954612
"Telford, Pennsylvania",40.324992,-75.3281748
"Columbia, Pennsylvania",40.0337085,-76.50440979999999
"Lansdowne, Pennsylvania",39.9381682,-75.2718507
"Mountville, Pennsylvania",40.03926420000001,-76.43079639999999
"Feasterville Trevose, Pennsylvania",40.1466378,-74.9952259
"Huntington Valley, Pennsylvania",40.1379904,-75.07279559999999
"Richboro, Pennsylvania",40.2151086,-75.0107245
"Huntingdon, Pennsylvania",40.48479589999999,-78.0102813
"Huntingdon Valley, Pennsylvania",40.1379904,-75.07279559999999
"Media, Pennsylvania",39.9167783,-75.387693
"Willow Grove, Pennsylvania",40.1439985,-75.1157286
"Bethel Park, Pennsylvania",40.3275697,-80.0394977
"Blandon, Pennsylvania",40.4413786,-75.8867317
"Blue Bell, Pennsylvania",40.1523309,-75.26628900000001
"Chester, Pennsylvania",39.849557,-75.3557457
"Clarks Summit, Pennsylvania",41.4886892,-75.70852479999999
"Clifton Heights, Pennsylvania",39.9292791,-75.2962972
"Devon, Pennsylvania",40.0499216,-75.4258399
"Downingtown, Pennsylvania",40.0064958,-75.7032742
"Doylestown, Pennsylvania",40.3101063,-75.1298939
"East Stroudsburg, Pennsylvania",40.9995386,-75.1812913
"Exton, Pennsylvania",40.0325817,-75.6274583
"Glenmoore, Pennsylvania",40.0890224,-75.7725054
"Green Lane, Pennsylvania",40.3367674,-75.4690674
"Greencastle, Pennsylvania",39.790371,-77.7277714
"Kennett Square, Pennsylvania",39.8467767,-75.7116032
"Lafayette Hill, Pennsylvania",40.09274910000001,-75.2531539
"Langhorne, Pennsylvania",40.1745538,-74.92266649999999
"Lansdale, Pennsylvania",40.2414952,-75.2837862
"Leola, Pennsylvania",40.0876218,-76.1874279
"Malvern, Pennsylvania",40.0362184,-75.5138118
"Mckeesport, Pennsylvania",40.3470671,-79.8641232
"Mifflinburg, Pennsylvania",40.917582,-77.0477501
"New Freedom, Pennsylvania",39.7378811,-76.7013609
"Newton, Pennsylvania",40.2097933,-79.7669884
"Souderton, Pennsylvania",40.3117706,-75.32517589999999
"Venetia, Pennsylvania",40.2469378,-80.0429089
"Wallingford, Pennsylvania",39.8932884,-75.36307959999999
"Warminster, Pennsylvania",40.2067884,-75.099807
"Washington, Pennsylvania",40.17396,-80.2461714
"Aston, Pennsylvania",39.86481939999999,-75.4257325
"Belleville, Pennsylvania",40.6050706,-77.7255502
"Boalsburg, Pennsylvania",40.7756184,-77.7924992
"Lewisburg, Pennsylvania",40.9645293,-76.8844101
"New Columbia, Pennsylvania",41.0409176,-76.86690800000001
"Pennsylvania Furnace, Pennsylvania",40.7058962,-78.0036156
"State College, Pennsylvania",40.7933949,-77.8600012
"Ambler, Pennsylvania",40.1545535,-75.22156509999999
"Brookhaven, Pennsylvania",39.8692789,-75.3824144
"Broomall, Pennsylvania",39.967933,-75.347048
"Coatesville, Pennsylvania",39.9831616,-75.8238355
"Collingdale, Pennsylvania",39.9117794,-75.27712919999999
"Croydon, Pennsylvania",40.08733290000001,-74.9034996
"Darby, Pennsylvania",39.9184461,-75.2590721
"Emmaus, Pennsylvania",40.5395421,-75.4968502
"Fairless Hills, Pennsylvania",40.1795537,-74.85516439999999
"Levittown, Pennsylvania",40.1551096,-74.8287747
"Mount Pocono, Pennsylvania",41.1220337,-75.3646282
"Norristown, Pennsylvania",40.121497,-75.3399048
"Secane, Pennsylvania",39.9140013,-75.302131
"Sharon Hill, Pennsylvania",39.9065017,-75.27157319999999
"Sinking Spring, Pennsylvania",40.3273146,-76.01104889999999
"South Coatesville, Pennsylvania",39.9742729,-75.81994619999999
"Steelton, Pennsylvania",40.2353679,-76.84136130000002
"Upland, Pennsylvania",39.8526124,-75.3826921
